round,week,day,date,time,home_team,home_xg,score,away_xg,away_team,attendance,venue,referee,match_report,notes,game_id
Group stage,4,Wed,2019-11-06,20:55,Loko Moscow,2.4,1–2,2.4,Juventus,26862,RZD Arena,Ruddy Buquet,/en/matches/04cd46dd/Lokomotiv-Moscow-Juventus-November-6-2019-Champions-League,,04cd46dd
Group stage,4,Wed,2019-11-06,21:00,Paris S-G,1.9,1–0,1.8,Club Brugge,47418,Parc des Princes,Bobby Madden,/en/matches/debfbd92/Paris-Saint-Germain-Club-Brugge-November-6-2019-Champions-League,,debfbd92
Group stage,4,Wed,2019-11-06,21:00,Real Madrid,4.2,6–0,0.6,Galatasaray,65492,Estadio Santiago Bernabéu,Felix Zwayer,/en/matches/e0f6dac6/Real-Madrid-Galatasaray-November-6-2019-Champions-League,,e0f6dac6
Group stage,4,Wed,2019-11-06,21:00,Red Star,0.5,0–4,2.5,Tottenham,42381,Stadion Rajko Mitić,Carlos del Cerro,/en/matches/fb273c61/Red-Star-Tottenham-Hotspur-November-6-2019-Champions-League,,fb273c61
Group stage,5,Tue,2019-11-26,21:00,Atalanta,3.0,2–0,0.3,Dinamo Zagreb,26496,Stadio Giuseppe Meazza,Sergey Karasev,/en/matches/ba070a43/Atalanta-Dinamo-Zagreb-November-26-2019-Champions-League,,ba070a43
Group stage,5,Tue,2019-11-26,20:55,Galatasaray,0.9,1–1,1.1,Club Brugge,34500,Türk Telekom Arena,Ivan Kružliak,/en/matches/59e055cf/Galatasaray-Club-Brugge-November-26-2019-Champions-League,,59e055cf
Group stage,5,Tue,2019-11-26,21:00,Juventus,0.4,1–0,0.7,Atlético Madrid,40486,Allianz Stadium,Anthony Taylor,/en/matches/b7f44785/Juventus-Atletico-Madrid-November-26-2019-Champions-League,,b7f44785
Group stage,5,Tue,2019-11-26,20:55,Loko Moscow,1.0,0–2,0.7,Leverkusen,25757,RZD Arena,Michael Oliver,/en/matches/aa2baa23/Lokomotiv-Moscow-Bayer-Leverkusen-November-26-2019-Champions-League,,aa2baa23
Group stage,5,Tue,2019-11-26,20:00,Manchester City,1.2,1–1,1.0,Shakhtar,52020,Etihad Stadium,Slavko Vinčič,/en/matches/0a820d21/Manchester-City-Shakhtar-Donetsk-November-26-2019-Champions-League,,0a820d21
Group stage,5,Tue,2019-11-26,21:00,Real Madrid,3.9,2–2,2.4,Paris S-G,75534,Estadio Santiago Bernabéu,Artur Soares Dias,/en/matches/3b7b3da3/Real-Madrid-Paris-Saint-Germain-November-26-2019-Champions-League,,3b7b3da3
Group stage,5,Tue,2019-11-26,21:00,Red Star,0.2,0–6,4.9,Bayern Munich,44118,Stadion Rajko Mitić,Björn Kuipers,/en/matches/aa5af642/Red-Star-Bayern-Munich-November-26-2019-Champions-League,,aa5af642
Group stage,5,Tue,2019-11-26,20:00,Tottenham,2.2,4–2,1.2,Olympiacos,57024,Tottenham Hotspur Stadium,Georgi Kabakov,/en/matches/e3e9dc28/Tottenham-Hotspur-Olympiacos-November-26-2019-Champions-League,,e3e9dc28
Group stage,5,Wed,2019-11-27,21:00,Barcelona,2.4,3–1,1.6,Dortmund,90071,Camp Nou,Clément Turpin,/en/matches/c4a74eef/Barcelona-Dortmund-November-27-2019-Champions-League,,c4a74eef
Group stage,5,Wed,2019-11-27,21:00,Genk,1.6,1–4,3.0,RB Salzburg,17284,Luminus Arena,Mattias Gestranius,/en/matches/3e91fa3a/Genk-Red-Bull-Salzburg-November-27-2019-Champions-League,,3e91fa3a
Group stage,5,Wed,2019-11-27,21:00,Lille,2.4,0–2,1.6,Ajax,48612,Stade Pierre-Mauroy,Felix Brych,/en/matches/8068b981/Lille-Ajax-November-27-2019-Champions-League,,8068b981
Group stage,5,Wed,2019-11-27,20:00,Liverpool,0.8,1–1,0.5,Napoli,52128,Anfield,Carlos del Cerro,/en/matches/9e30ef9d/Liverpool-Napoli-November-27-2019-Champions-League,,9e30ef9d
Group stage,5,Wed,2019-11-27,21:00,RB Leipzig,3.2,2–2,0.9,Benfica,38339,Red Bull Arena,Jesús Gil,/en/matches/82fb0118/RB-Leipzig-Benfica-November-27-2019-Champions-League,,82fb0118
Group stage,5,Wed,2019-11-27,21:00,Slavia Prague,2.4,1–3,2.3,Inter,19370,Sinobo Stadium,Szymon Marciniak,/en/matches/1b41b2d2/Slavia-Prague-Internazionale-November-27-2019-Champions-League,,1b41b2d2
Group stage,5,Wed,2019-11-27,18:55,Valencia,3.1,2–2,2.1,Chelsea,43486,Estadio de Mestalla,Felix Zwayer,/en/matches/0cec9d94/Valencia-Chelsea-November-27-2019-Champions-League,,0cec9d94
Group stage,5,Wed,2019-11-27,20:55,Zenit,0.9,2–0,0.6,Lyon,51183,Gazprom Arena,Daniele Orsato,/en/matches/161d4fd2/Zenit-Lyon-November-27-2019-Champions-League,,161d4fd2
Group stage,6,Tue,2019-12-10,21:00,Ajax,1.2,0–1,1.1,Valencia,51931,Johan Cruyff ArenA,Clément Turpin,/en/matches/6b0c0478/Ajax-Valencia-December-10-2019-Champions-League,,6b0c0478
Group stage,6,Tue,2019-12-10,20:00,Benfica,2.4,3–0,0.1,Zenit,40232,Estádio do Sport Lisboa e Benfica,Antonio Matéu Lahoz,/en/matches/a95f7f5f/Benfica-Zenit-December-10-2019-Champions-League,,a95f7f5f
Group stage,6,Tue,2019-12-10,20:00,Chelsea,2.7,2–1,0.3,Lille,40016,Stamford Bridge,Anastasios Sidiropoulos,/en/matches/d931b181/Chelsea-Lille-December-10-2019-Champions-League,,d931b181
Group stage,6,Tue,2019-12-10,21:00,Dortmund,2.9,2–1,2.8,Slavia Prague,65079,Signal Iduna Park,Sergey Karasev,/en/matches/f70ecf86/Dortmund-Slavia-Prague-December-10-2019-Champions-League,,f70ecf86
Group stage,6,Tue,2019-12-10,21:00,Inter,1.7,1–2,1.5,Barcelona,71818,Stadio Giuseppe Meazza,Björn Kuipers,/en/matches/0f8b7424/Internazionale-Barcelona-December-10-2019-Champions-League,,0f8b7424
Group stage,6,Tue,2019-12-10,21:00,Lyon,1.1,2–2,3.4,RB Leipzig,53288,Groupama Stadium,Anthony Taylor,/en/matches/2b66a586/Lyon-RB-Leipzig-December-10-2019-Champions-League,,2b66a586
Group stage,6,Tue,2019-12-10,18:55,Napoli,3.0,4–0,1.8,Genk,22265,Stadio San Paolo,Cüneyt Çakιr,/en/matches/3ab4f49e/Napoli-Genk-December-10-2019-Champions-League,,3ab4f49e
Group stage,6,Tue,2019-12-10,18:55,RB Salzburg,0.7,0–2,3.4,Liverpool,29520,Red Bull Arena,Danny Makkelie,/en/matches/714da51b/Red-Bull-Salzburg-Liverpool-December-10-2019-Champions-League,,714da51b
Group stage,6,Wed,2019-12-11,21:00,Atlético Madrid,3.2,2–0,0.1,Loko Moscow,58426,Estadio Wanda Metropolitano,Viktor Kassai,/en/matches/65b9266f/Atletico-Madrid-Lokomotiv-Moscow-December-11-2019-Champions-League,,65b9266f
Group stage,6,Wed,2019-12-11,21:00,Bayern Munich,2.9,3–1,1.0,Tottenham,66353,Allianz Arena,Gianluca Rocchi,/en/matches/44702c8f/Bayern-Munich-Tottenham-Hotspur-December-11-2019-Champions-League,,44702c8f
Group stage,6,Wed,2019-12-11,21:00,Club Brugge,1.0,1–3,1.2,Real Madrid,27308,Jan Breydelstadion,Tobias Stieler,/en/matches/a3e85342/Club-Brugge-Real-Madrid-December-11-2019-Champions-League,,a3e85342
Group stage,6,Wed,2019-12-11,18:55,Dinamo Zagreb,0.4,1–4,3.6,Manchester City,29385,Stadion Maksimir,Carlos del Cerro,/en/matches/06664f7a/Dinamo-Zagreb-Manchester-City-December-11-2019-Champions-League,,06664f7a
Group stage,6,Wed,2019-12-11,21:00,Leverkusen,2.2,0–2,0.9,Juventus,29542,BayArena,Benoît Bastien,/en/matches/6d67e2b9/Bayer-Leverkusen-Juventus-December-11-2019-Champions-League,,6d67e2b9
Group stage,6,Wed,2019-12-11,22:00,Olympiacos,3.5,1–0,1.2,Red Star,31898,Stadio Georgios Karaiskáki,Daniele Orsato,/en/matches/14431b33/Olympiacos-Red-Star-December-11-2019-Champions-League,,14431b33
Group stage,6,Wed,2019-12-11,21:00,Paris S-G,4.4,5–0,0.3,Galatasaray,46509,Parc des Princes,István Kovács,/en/matches/1a1b90f1/Paris-Saint-Germain-Galatasaray-December-11-2019-Champions-League,,1a1b90f1
Group stage,6,Wed,2019-12-11,19:55,Shakhtar,0.6,0–3,2.9,Atalanta,26536,Oblasny SportKomplex Metalist,Felix Zwayer,/en/matches/8d0f93aa/Shakhtar-Donetsk-Atalanta-December-11-2019-Champions-League,,8d0f93aa
Round of 16,,Tue,2020-02-18,21:00,Atlético Madrid,1.2,1–0,0.5,Liverpool,67443,Estadio Wanda Metropolitano,Szymon Marciniak,/en/matches/f9a22073/Atletico-Madrid-Liverpool-February-18-2020-Champions-League,Leg 1 of 2,f9a22073
Round of 16,,Tue,2020-02-18,21:00,Dortmund,1.3,2–1,1.5,Paris S-G,66099,Signal Iduna Park,Antonio Matéu Lahoz,/en/matches/f778e3b0/Dortmund-Paris-Saint-Germain-February-18-2020-Champions-League,Leg 1 of 2,f778e3b0
Round of 16,,Wed,2020-02-19,21:00,Atalanta,1.8,4–1,2.5,Valencia,44236,Stadio Giuseppe Meazza,Michael Oliver,/en/matches/85ee0243/Atalanta-Valencia-February-19-2020-Champions-League,Leg 1 of 2,85ee0243
Round of 16,,Wed,2020-02-19,20:00,Tottenham,1.1,0–1,2.1,RB Leipzig,60095,Tottenham Hotspur Stadium,Cüneyt Çakιr,/en/matches/a9417ce9/Tottenham-Hotspur-RB-Leipzig-February-19-2020-Champions-League,Leg 1 of 2,a9417ce9
Round of 16,,Tue,2020-02-25,20:00,Chelsea,1.1,0–3,3.4,Bayern Munich,36761,Stamford Bridge,Clément Turpin,/en/matches/cb86e710/Chelsea-Bayern-Munich-February-25-2020-Champions-League,Leg 1 of 2,cb86e710
Round of 16,,Tue,2020-02-25,21:00,Napoli,0.7,1–1,1.6,Barcelona,44388,Stadio San Paolo,Felix Brych,/en/matches/b18968ba/Napoli-Barcelona-February-25-2020-Champions-League,Leg 1 of 2,b18968ba
Round of 16,,Wed,2020-02-26,21:00,Lyon,1.1,1–0,1.1,Juventus,57335,Groupama Stadium,Jesús Gil,/en/matches/e0381a25/Lyon-Juventus-February-26-2020-Champions-League,Leg 1 of 2,e0381a25
Round of 16,,Wed,2020-02-26,21:00,Real Madrid,1.2,1–2,3.2,Manchester City,75615,Estadio Santiago Bernabéu,Daniele Orsato,/en/matches/de4bd6e8/Real-Madrid-Manchester-City-February-26-2020-Champions-League,Leg 1 of 2,de4bd6e8
Round of 16,,Tue,2020-03-10,21:00,RB Leipzig,0.9,3–0,0.3,Tottenham,42146,Red Bull Arena,Carlos del Cerro,/en/matches/cff3e534/RB-Leipzig-Tottenham-Hotspur-March-10-2020-Champions-League,Leg 2 of 2; RB Leipzig won,cff3e534
Round of 16,,Tue,2020-03-10,21:00,Valencia,2.2,3–4,2.7,Atalanta,,Estadio de Mestalla,Ovidiu Hațegan,/en/matches/43ea56bb/Valencia-Atalanta-March-10-2020-Champions-League,Leg 2 of 2; Atalanta won,43ea56bb
Round of 16,,Wed,2020-03-11,20:00,Liverpool,3.4,2–3,1.1,Atlético Madrid,52267,Anfield,Danny Makkelie,/en/matches/d23fe9df/Liverpool-Atletico-Madrid-March-11-2020-Champions-League,Leg 2 of 2; Atlético Madrid won; Required Extra Time,d23fe9df
Round of 16,,Wed,2020-03-11,21:00,Paris S-G,1.2,2–0,0.5,Dortmund,,Parc des Princes,Anthony Taylor,/en/matches/3ec7f694/Paris-Saint-Germain-Dortmund-March-11-2020-Champions-League,Leg 2 of 2; Paris S-G won,3ec7f694
Round of 16,,Fri,2020-08-07,21:00,Juventus,2.6,2–1,1.0,Lyon,,Allianz Stadium,Felix Zwayer,/en/matches/f163b571/Juventus-Lyon-August-7-2020-Champions-League,Leg 2 of 2; Lyon won,f163b571
Round of 16,,Fri,2020-08-07,20:00,Manchester City,2.1,2–1,0.8,Real Madrid,,Etihad Stadium,Felix Brych,/en/matches/ec5fbed8/Manchester-City-Real-Madrid-August-7-2020-Champions-League,Leg 2 of 2; Manchester City won,ec5fbed8
Round of 16,,Sat,2020-08-08,21:00,Barcelona,1.1,3–1,2.2,Napoli,,Camp Nou,Cüneyt Çakιr,/en/matches/6e05adfc/Barcelona-Napoli-August-8-2020-Champions-League,Leg 2 of 2; Barcelona won,6e05adfc
Round of 16,,Sat,2020-08-08,21:00,Bayern Munich,2.9,4–1,1.0,Chelsea,,Allianz Arena,Ovidiu Hațegan,/en/matches/a3601739/Bayern-Munich-Chelsea-August-8-2020-Champions-League,Leg 2 of 2; Bayern Munich won,a3601739
Quarter-finals,,Wed,2020-08-12,21:00,Atalanta,0.5,1–2,2.8,Paris S-G,,Estádio do Sport Lisboa e Benfica (Neutral Site),Anthony Taylor,/en/matches/54ac00b6/Atalanta-Paris-Saint-Germain-August-12-2020-Champions-League,,54ac00b6
Quarter-finals,,Thu,2020-08-13,21:00,RB Leipzig,0.9,2–1,1.1,Atlético Madrid,,Estádio José Alvalade (Neutral Site),Szymon Marciniak,/en/matches/d26a9dc9/RB-Leipzig-Atletico-Madrid-August-13-2020-Champions-League,,d26a9dc9
Quarter-finals,,Fri,2020-08-14,20:00,Barcelona,1.1,2–8,5.3,Bayern Munich,,Estádio do Sport Lisboa e Benfica (Neutral Site),Damir Skomina,/en/matches/b76118ee/Barcelona-Bayern-Munich-August-14-2020-Champions-League,,b76118ee
Quarter-finals,,Sat,2020-08-15,20:00,Manchester City,2.5,1–3,1.0,Lyon,,Estádio José Alvalade (Neutral Site),Danny Makkelie,/en/matches/12f2677f/Manchester-City-Lyon-August-15-2020-Champions-League,,12f2677f
Semi-finals,,Tue,2020-08-18,20:00,RB Leipzig,1.0,0–3,3.2,Paris S-G,,Estádio do Sport Lisboa e Benfica (Neutral Site),Björn Kuipers,/en/matches/2e7e3a56/RB-Leipzig-Paris-Saint-Germain-August-18-2020-Champions-League,,2e7e3a56
Semi-finals,,Wed,2020-08-19,20:00,Lyon,1.8,0–3,3.2,Bayern Munich,,Estádio José Alvalade (Neutral Site),Antonio Matéu Lahoz,/en/matches/7f6c621f/Lyon-Bayern-Munich-August-19-2020-Champions-League,,7f6c621f
Final,,Sun,2020-08-23,20:00,Paris S-G,1.1,0–1,1.5,Bayern Munich,,Estádio do Sport Lisboa e Benfica (Neutral Site),Daniele Orsato,/en/matches/f3c64f12/Paris-Saint-Germain-Bayern-Munich-August-23-2020-Champions-League,,f3c64f12
