players_used,90s,Goals,Goals,Goals,Goals,Goals,Expected,Expected,Expected,Expected,Launched,Launched,Launched,Passes,Passes,Passes,Passes,Goal Kicks,Goal Kicks,Goal Kicks,Crosses,Crosses,Crosses,Sweeper,Sweeper,Sweeper,url
,,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,
1,1,2,0,0,2,0,1.7,0.43,-0.3,-0.29,5,13,38.5,51,6,23.5,28.6,5,20.0,22.4,7,1,14.3,0,0,4.0,/en/squads/19c3f8c4/Ajax-Stats
1,1,0,0,0,0,0,0.2,0.09,0.2,0.17,6,16,37.5,48,7,29.2,31.4,4,50.0,49.0,8,2,25.0,4,4,18.5,/en/squads/18bb7c10/Arsenal-Stats
1,1,4,0,0,0,0,4.2,0.26,0.2,0.15,5,16,31.3,33,4,36.4,35.3,7,57.1,44.9,5,0,0.0,2,2,12.4,/en/squads/922493f3/Atalanta-Stats
1,1,2,0,0,0,0,1.1,0.19,-0.9,-0.89,9,26,34.6,34,4,67.6,48.1,4,75.0,58.5,10,0,0.0,3,3,24.0,/en/squads/2b390eca/Athletic-Club-Stats
1,1,3,0,0,1,0,1.9,0.32,-1.1,-1.08,4,14,28.6,23,6,39.1,37.9,11,45.5,46.1,17,0,0.0,0,0,9.0,/en/squads/db3b9613/Atletico-Madrid-Stats
1,1,1,0,0,0,0,2.0,0.33,1.0,0.98,7,14,50.0,34,9,35.3,35.8,4,50.0,40.8,15,2,13.3,1,1,14.8,/en/squads/206d90db/Barcelona-Stats
1,1,1,0,0,0,0,1.0,0.34,0.0,0.02,7,18,38.9,48,3,35.4,32.0,5,20.0,30.6,9,1,11.1,3,3,17.0,/en/squads/054efa67/Bayern-Munich-Stats
1,1,3,0,0,0,0,2.7,0.55,-0.3,-0.27,3,5,60.0,21,4,19.0,24.8,5,20.0,28.2,6,0,0.0,1,1,16.3,/en/squads/a77c513e/Benfica-Stats
1,1,2,0,0,0,0,4.2,0.42,2.2,2.18,5,18,27.8,28,4,50.0,39.6,6,66.7,46.5,25,1,4.0,0,0,6.0,/en/squads/d86248bd/2025-2026/BodoGlimt-Stats
1,1,3,1,0,0,1,2.5,0.32,0.5,0.46,6,13,46.2,31,3,35.5,35.3,10,20.0,24.7,9,2,22.2,0,0,7.5,/en/squads/cff3d9bb/Chelsea-Stats
2,1,1,0,0,1,0,1.3,0.12,0.3,0.32,7,17,41.2,44,8,38.6,,5,0.0,7.6,11,0,0.0,1,1,10.3,/en/squads/f1e6c5f1/Club-Brugge-Stats
1,1,4,0,0,0,0,2.8,0.4,-1.2,-1.22,4,18,22.2,36,4,44.4,39.6,8,25.0,24.3,16,1,6.3,2,2,20.3,/en/squads/add600ae/Dortmund-Stats
1,1,1,0,0,0,0,1.5,0.29,0.5,0.45,5,21,23.8,39,10,48.7,35.4,6,33.3,24.2,10,0,0.0,2,2,14.6,/en/squads/f0ac8ee6/Eintracht-Frankfurt-Stats
1,1,2,0,1,0,1,1.3,0.32,0.3,0.27,6,17,35.3,19,3,57.9,42.9,7,85.7,54.3,10,0,0.0,0,0,7.5,/en/squads/18050b20/FC-Copenhagen-Stats
1,1,5,0,0,0,2,1.5,0.31,-1.5,-1.45,4,16,25.0,39,6,41.0,35.9,3,0.0,14.3,8,1,12.5,4,4,18.9,/en/squads/ecd11ca2/Galatasaray-Stats
1,1,0,0,0,0,0,0.7,0.37,0.7,0.75,6,17,35.3,36,6,36.1,32.0,5,80.0,53.6,16,2,12.5,0,0,5.0,/en/squads/d609edc0/Internazionale-Stats
1,1,4,1,0,0,0,2.2,0.26,-1.8,-1.8,3,5,60.0,23,0,21.7,27.9,2,0.0,5.5,5,0,0.0,0,0,6.5,/en/squads/e0652b02/Juventus-Stats
1,1,2,0,0,0,0,2.7,0.38,0.7,0.68,1,7,14.3,22,2,22.7,26.4,8,25.0,19.6,10,1,10.0,0,0,8.7,/en/squads/c7a9f859/Bayer-Leverkusen-Stats
1,1,2,0,0,0,0,1.4,0.35,-0.6,-0.59,1,6,16.7,33,5,15.2,29.8,3,33.3,27.3,17,2,11.8,4,4,23.6,/en/squads/822bd0ba/Liverpool-Stats
1,1,0,0,0,0,0,0.7,0.73,0.7,0.73,0,3,0.0,23,4,13.0,23.4,0,,,4,1,25.0,1,1,14.8,/en/squads/b8fd03ef/Manchester-City-Stats
1,1,2,2,0,0,0,3.5,0.15,1.5,1.54,3,9,33.3,37,11,24.3,29.3,5,0.0,12.2,10,1,10.0,0,0,11.5,/en/squads/5725cc7b/Marseille-Stats
1,1,4,0,0,1,0,3.8,0.42,-0.2,-0.23,2,5,40.0,17,4,23.5,28.9,9,11.1,22.1,11,0,0.0,1,1,12.3,/en/squads/fd6114db/Monaco-Stats
1,1,2,0,0,0,0,2.8,0.39,0.8,0.83,6,21,28.6,35,6,34.3,36.3,11,81.8,62.3,16,3,18.8,0,0,7.0,/en/squads/d48ad4ff/Napoli-Stats
1,1,2,0,0,0,0,1.3,0.27,-0.7,-0.69,2,8,25.0,10,5,10.0,36.8,11,63.6,45.6,8,0,0.0,0,0,,/en/squads/b2b47a98/Newcastle-United-Stats
1,1,0,0,0,0,0,0.1,0.12,0.1,0.12,2,3,66.7,14,1,14.3,27.1,8,12.5,30.8,1,0,0.0,4,4,21.2,/en/squads/2fdb4aef/Olympiacos-Stats
1,1,3,1,0,1,0,3.3,0.39,0.3,0.34,5,10,50.0,43,4,23.3,30.2,7,0.0,16.9,10,1,10.0,1,1,12.3,/en/squads/e334d850/PSV-Eindhoven-Stats
1,1,0,0,0,0,0,0.3,0.1,0.3,0.3,4,24,16.7,21,3,76.2,48.9,15,53.3,47.8,38,0,0.0,0,0,11.0,/en/squads/cb42669e/Pafos-FC-Stats
1,1,0,0,0,0,0,0.3,0.13,0.3,0.25,1,4,25.0,28,0,14.3,26.9,3,0.0,12.0,5,0,0.0,0,0,9.7,/en/squads/e2d8892c/Paris-Saint-Germain-Stats
1,1,2,0,0,1,0,1.4,0.46,-0.6,-0.63,7,20,35.0,26,3,34.6,36.7,13,84.6,56.5,13,1,7.7,3,3,22.5,/en/squads/44b65410/Qarabag-Stats
1,1,4,0,0,0,0,4.8,0.5,0.8,0.76,5,16,31.3,19,4,36.8,33.0,14,64.3,46.7,15,1,6.7,0,0,11.4,/en/squads/768fb565/Qairat-Almaty-Stats
1,1,1,0,0,0,0,0.4,0.07,-0.6,-0.63,3,11,27.3,24,4,29.2,34.3,7,57.1,43.4,9,0,0.0,5,5,26.5,/en/squads/53a2f082/Real-Madrid-Stats
1,1,2,0,0,0,0,2.6,0.24,0.6,0.62,6,13,46.2,21,4,52.4,41.9,3,66.7,50.3,12,0,0.0,0,0,14.0,/en/squads/111cbfb1/Slavia-Prague-Stats
1,1,1,0,0,0,0,0.8,0.21,-0.2,-0.15,1,6,16.7,22,7,22.7,31.6,5,20.0,38.0,7,1,14.3,1,1,16.5,/en/squads/13dc44fd/Sporting-CP-Stats
1,1,0,0,0,0,0,0.0,,0.0,0.0,8,14,57.1,44,3,29.5,31.1,6,16.7,25.3,7,1,14.3,2,2,14.5,/en/squads/361ca564/Tottenham-Hotspur-Stats
1,1,1,0,0,0,0,1.2,0.42,0.2,0.25,4,14,28.6,17,3,64.7,46.9,6,50.0,53.2,19,2,10.5,2,2,11.4,/en/squads/e14f61a5/Union-SG-Stats
1,1,1,0,0,0,1,0.2,0.16,0.2,0.16,4,11,36.4,11,4,81.8,36.5,14,14.3,19.6,11,1,9.1,4,4,15.4,/en/squads/2a8183b3/Villarreal-Stats
